Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.26188531304227597
"A8m, medial area 8,Right",0.24160034331228675
"A6m, medial area 6,Right",0.22884334495845035
"A9m,medial area 9,Left",0.17196108618810557
"A8dl, dorsolateral area 8,Right",0.15494976359060897
"A8m, medial area 8,Left",0.1528076789861501
"A6dl, dorsolateral area 6,Left",0.14626489875326243
"A11l, lateral area 11,Left",0.14581712829676666
"A40rv, rostroventral area 40(PFop),Left",0.14484110473337053
"A8dl, dorsolateral area 8,Left",0.14041459529299347
