Brain_Region,Loading
"IFS, inferior frontal sulcus,Left",0.1953038253764169
"A45c, caudal area 45,Left",0.16404452708138878
"cHipp, caudal hippocampus,Left",0.14386412646007293
"rTtha, rostral temporal thalamus,Left",0.14323674666081546
"A6m, medial area 6,Right",0.13904075862796006
"A6cdl, caudal dorsolateral area 6,Left",0.13183402230112762
"A40rd, rostrodorsal area 40(PFt),Right",0.1306029970172286
"GP, globus pallidus,Right",0.13058464221862665
"A6dl, dorsolateral area 6,Left",0.1298417723524536
"mPFtha, medial pre-frontal thalamus,Right",0.12983717916966941
