Brain_Region,Loading
"A8dl, dorsolateral area 8,Right",0.32858087103719325
"A8dl, dorsolateral area 8,Left",0.1755848785685753
"lAmyg, lateral amygdala,Right",0.1586293323656131
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Right",0.1487797866116702
"A37lv, lateroventral area37,Left",0.14757349497172748
"A20iv, intermediate ventral area 20,Right",0.13634571646900698
"A9m,medial area 9,Left",0.13394107958282914
"A11m, medial area 11,Left",0.13352607155339047
"lPFtha, lateral pre-frontal thalamus,Left",0.12992822331379203
"msOccG, medial superior occipital gyrus,Left",0.12412147973621822
