Brain_Region,Loading
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.17461009375391853
"lPFtha, lateral pre-frontal thalamus,Left",0.1667285036642811
"TH, area TH (medial PPHC),Right",0.15386123114011424
"A10l, lateral area10,Right",0.15250947657328695
"A23d, dorsal area 23,Right",0.1462087738121573
"A9/46d, dorsal area 9/46,Left",0.1436904683412844
"A9/46v, ventral area 9/46 ,Left",0.1420274617849073
"dlPu, dorsolateral putamen,Left",0.1408006167133849
"cCunG, caudal cuneus gyrus,Right",0.14038831263335966
"A39c, caudal area 39(PGp),Right",0.13452251178988767
