Brain_Region,Loading
Unnamed: 0,0.9488458587302874
"A20il, intermediate lateral area 20,Right",0.07450602051603737
"A23d, dorsal area 23,Left",0.05917237322703081
"A31, area 31 (Lc1),Left",0.05656999298043722
"OPC, occipital polar cortex,Right",0.05496155855921172
"A7r, rostral area 7,Left",0.04410525144136111
"A39rd, rostrodorsal area 39(Hip3),Left",0.04400647839743686
"A14m, medial area 14,Right",0.04385155777014563
"A40rv, rostroventral area 40(PFop),Left",0.04306666559158087
"A22c, caudal area 22,Left",0.04283344508523666
