Brain_Region,Loading
"A8m, medial area 8,Left",0.36226002358959003
"A8m, medial area 8,Right",0.22472485610046178
"vIa, ventral agranular insula,Left",0.20528573778568654
"cLinG, caudal lingual gyrus,Left",0.20393151794310796
"A5l, lateral area 5,Left",0.1801732411248003
"A40rv, rostroventral area 40(PFop),Left",0.17207997062546587
"Otha, occipital thalamus,Left",0.1626049162561045
"lsOccG, lateral superior occipital gyrus,Left",0.16000374919525115
"A32sg, subgenual area 32,Right",0.15427094113494366
"A45c, caudal area 45,Right",0.1409224726403593
