Brain_Region,Loading
"A7ip, intraparietal area 7(hIP3),Right",0.14826153434601275
"A37mv, medioventral area37,Left",0.13841741588651849
"A37mv, medioventral area37,Right",0.13823139636392884
"A6vl, ventrolateral area 6,Right",0.13802298859943934
"A1/2/3tonIa, area 1/2/3(tongue and larynx region),Right",0.13530584636618287
"A8vl, ventrolateral area 8,Left",0.13158522636618344
"A1/2/3tru, area1/2/3(trunk region),Right",0.1315174208588862
"rCunG, rostral cuneus gyrus,Left",0.12969625834409515
"mOccG, middle occipital gyrus,Right",0.12220075675712305
"V5/MT+, area V5/MT+,Right",0.12200555473119776
