Brain_Region,Loading
"A9/46d, dorsal area 9/46,Left",0.27643739102429127
"A1/2/3tru, area1/2/3(trunk region),Right",0.19851351990526764
"A4hf, area 4(head and face region),Left",0.17906967542831678
"msOccG, medial superior occipital gyrus,Right",0.17735585147251157
"A35/36r, rostral area 35/36,Left",0.17541022022790695
"rpSTS, rostroposterior superior temporal sulcus,Right",0.16386272501778001
"A35/36r, rostral area 35/36,Right",0.1542335407802912
"A32p, pregenual area 32,Right",0.13840792343033323
"dlPu, dorsolateral putamen,Right",0.13439760870426634
"A5l, lateral area 5,Left",0.12806123484477372
