Brain_Region,Loading
"cLinG, caudal lingual gyrus,Right",0.19283286304460498
"PPtha, posterior parietal thalamus,Left",0.1836449606566371
"A24rv, rostroventral area 24,Right",0.17028456742091624
"A21c, caudal area 21,Right",0.16496270458417112
"A37mv, medioventral area37,Right",0.15937343486088024
"A1/2/3ll, area1/2/3 (lower limb region),Left",0.15893477547648138
"rLinG, rostral lingual gyrus,Left",0.14988201752103722
"A1/2/3tru, area1/2/3(trunk region),Right",0.14683973637333322
"A6dl, dorsolateral area 6,Left",0.14431148303458577
"cTtha, caudal temporal thalamus,Right",0.13269794737349855
