Brain_Region,Loading
"msOccG, medial superior occipital gyrus,Right",0.1756393430375118
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Right",0.1695377289793188
"TI, area TI(temporal agranular insular cortex),Right",0.1654998204734151
"A14m, medial area 14,Right",0.15219674122195326
"A39rd, rostrodorsal area 39(Hip3),Right",0.15014545234311924
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.14944758416344003
"A8dl, dorsolateral area 8,Right",0.14525953805957348
"A4hf, area 4(head and face region),Right",0.13941415499434312
"A37lv, lateroventral area37,Right",0.1363127551450989
"msOccG, medial superior occipital gyrus,Left",0.13463691037949801
