Brain_Region,Loading
"A8dl, dorsolateral area 8,Right",0.2725159340234389
"A9/46d, dorsal area 9/46,Left",0.18748444818836732
"A8m, medial area 8,Left",0.1716267295836689
"A6m, medial area 6,Left",0.1617315695947481
"A7c, caudal area 7,Left",0.1549078031926146
"A45c, caudal area 45,Left",0.15420584003350066
"A9m,medial area 9,Right",0.14727032363878817
"cCunG, caudal cuneus gyrus,Left",0.14398889222439776
"A10m, medial area 10,Left",0.13549084823349972
"A8vl, ventrolateral area 8,Right",0.1272625898798194
