Brain_Region,Loading
"A8m, medial area 8,Right",0.40347123826843706
"A6dl, dorsolateral area 6,Left",0.23252547477712857
"A9/46d, dorsal area 9/46,Left",0.22932121931201982
"A8m, medial area 8,Left",0.21775750327723548
"A6m, medial area 6,Left",0.21429836171390737
"A9l, lateral area 9,Left",0.21339159444003797
"A6m, medial area 6,Right",0.18156793217922174
"A9m,medial area 9,Right",0.14844050928861985
"A40c, caudal area 40(PFm),Right",0.1441058467138606
"cLinG, caudal lingual gyrus,Left",0.13716070392299912
