Brain_Region,Loading
"A7r, rostral area 7,Left",0.17307546035179203
"A21c, caudal area 21,Left",0.1590553654971911
"A9l, lateral area 9,Left",0.15517466017001158
"cLinG, caudal lingual gyrus,Left",0.13930270930475344
"A4ll, area 4, (lower limb region),Left",0.1380940826805281
"A7r, rostral area 7,Right",0.13658419356460963
"A6cdl, caudal dorsolateral area 6,Left",0.13611768545622846
"mPMtha, pre-motor thalamus,Left",0.13485050598519965
"A39c, caudal area 39(PGp),Left",0.13350795861026324
"A39rd, rostrodorsal area 39(Hip3),Left",0.1330770077306753
