Brain_Region,Loading
"A9m,medial area 9,Right",0.35341108012672423
"A9l, lateral area 9,Left",0.3481201650187978
"A8m, medial area 8,Left",0.28476021414729136
"A9l, lateral area 9,Right",0.2777399276771092
"A10m, medial area 10,Right",0.2133334184402732
"A8vl, ventrolateral area 8,Left",0.1958207640135531
"A9/46d, dorsal area 9/46,Left",0.16760533081368423
"A8dl, dorsolateral area 8,Right",0.16657434251284528
"A6dl, dorsolateral area 6,Left",0.13974587959052376
"A6vl, ventrolateral area 6,Right",0.13743498113565766
