Brain_Region,Loading
"A9/46d, dorsal area 9/46,Left",0.32944106517068256
"A10m, medial area 10,Left",0.29772951110741885
"A8dl, dorsolateral area 8,Right",0.22502770747654988
"A6dl, dorsolateral area 6,Left",0.21550131172319853
"A9l, lateral area 9,Right",0.20692423989131384
"A10m, medial area 10,Right",0.20432551255417172
"A9m,medial area 9,Right",0.17405420334184588
"rTtha, rostral temporal thalamus,Left",0.1551613975140764
"A24rv, rostroventral area 24,Right",0.14407118543476408
"A9m,medial area 9,Left",0.1408593108340576
