Brain_Region,Loading
"A22c, caudal area 22,Right",0.19253238867693082
"A9/46v, ventral area 9/46 ,Left",0.18266646023674282
"A4ll, area 4, (lower limb region),Left",0.1740858764007428
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.1725183110239966
"A9m,medial area 9,Right",0.15866605597250577
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.14341618273597706
"OPC, occipital polar cortex,Right",0.14262201973783595
"A5l, lateral area 5,Left",0.14047546749080925
"A9l, lateral area 9,Right",0.13754445258960768
"A23v, ventral area 23,Right",0.13027608648808559
