Brain_Region,Loading
"cpSTS, caudoposterior superior temporal sulcus,Left",0.13872231874620577
"rHipp, rostral hippocampus,Left",0.13309576687903182
"A12/47l, lateral area 12/47,Right",0.13179515924003274
"TE1.0 and TE1.2,Left",0.13133211509181464
"A45r, rostral area 45,Right",0.1254788566812739
"G, hypergranular insula,Right",0.1249128328615295
"A44v, ventral area 44,Left",0.12010067616394854
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.11833373595384646
"PPtha, posterior parietal thalamus,Right",0.11783511432660089
"A20rv, rostroventral area 20,Right",0.11653069574277289
