Brain_Region,Loading
"A24rv, rostroventral area 24,Right",0.18344339624919442
"A22c, caudal area 22,Right",0.18209302902594274
"A5l, lateral area 5,Right",0.18159649513270393
"A4ll, area 4, (lower limb region),Left",0.17981827910761483
"A4ul, area 4(upper limb region),Left",0.16161312121547508
"msOccG, medial superior occipital gyrus,Right",0.15738981344394232
"A6cvl, caudal ventrolateral area 6,Left",0.13664758162285817
"dCa, dorsal caudate,Left",0.13622830720846293
"A6cvl, caudal ventrolateral area 6,Right",0.13260116248294493
"A9l, lateral area 9,Right",0.12945800811002853
