Brain_Region,Loading
"A7m, medial area 7(PEp),Right",0.18998526576042007
"A4hf, area 4(head and face region),Left",0.18990748255769344
"A9/46v, ventral area 9/46 ,Right",0.17300240749508386
"A11m, medial area 11,Right",0.14897153167589383
"A23v, ventral area 23,Left",0.14582228203189074
"A10l, lateral area10,Right",0.14333125009194309
"A7ip, intraparietal area 7(hIP3),Right",0.14202664270704787
"A20cv, caudoventral of area 20,Left",0.14030049896273805
"A7m, medial area 7(PEp),Left",0.12817526559463452
"A12/47l, lateral area 12/47,Right",0.12578666557280507
