Brain_Region,Loading
"vCa, ventral caudate,Left",0.18641270369535928
"aSTS, anterior superior temporal sulcus,Right",0.14767055323486558
"A9m,medial area 9,Right",0.1411002596568087
"A21c, caudal area 21,Left",0.13965708750719882
"A24cd, caudodorsal area 24,Right",0.1342903071843595
"A1/2/3tru, area1/2/3(trunk region),Right",0.13315165309653829
"lPFtha, lateral pre-frontal thalamus,Right",0.13237912823554152
"A6cdl, caudal dorsolateral area 6,Left",0.12747711687382235
"A41/42, area 41/42,Right",0.12709415044145939
"rTtha, rostral temporal thalamus,Left",0.12591627470876585
