Brain_Region,Loading
"A6m, medial area 6,Right",0.45789722752683704
"A6dl, dorsolateral area 6,Right",0.39924005428038084
"A9/46d, dorsal area 9/46,Left",0.37634989288873705
"A8m, medial area 8,Left",0.34433160219794406
"A10m, medial area 10,Left",0.25537348548662503
"A9l, lateral area 9,Right",0.17065316392922059
"A9l, lateral area 9,Left",0.16916180482691023
"A10m, medial area 10,Right",0.16573057441339573
"A8dl, dorsolateral area 8,Right",0.16454236487093318
"A9m,medial area 9,Left",0.14387912588120028
