Brain_Region,Loading
"A10m, medial area 10,Right",0.5594087900850121
"A10m, medial area 10,Left",0.3522042787213753
"A9l, lateral area 9,Left",0.2695776295866508
"A6m, medial area 6,Left",0.23380637636408644
"A9l, lateral area 9,Right",0.19962232153647191
"A8dl, dorsolateral area 8,Right",0.17117072879384257
"A6m, medial area 6,Right",0.16627051476217652
"A8m, medial area 8,Left",0.1566170161957202
"A6dl, dorsolateral area 6,Right",0.13569567155386242
"A8dl, dorsolateral area 8,Left",0.13429050594448824
