Brain_Region,Loading
"A6m, medial area 6,Right",0.4948344465762478
"A8dl, dorsolateral area 8,Left",0.48472124932406824
"A6m, medial area 6,Left",0.40842839536234715
"A10m, medial area 10,Left",0.29297133611105414
"A9/46d, dorsal area 9/46,Left",0.2177174298996112
"A9m,medial area 9,Left",0.14084889169521192
"A8m, medial area 8,Left",0.13918781121388601
"A9l, lateral area 9,Right",0.12219290671660808
"A8m, medial area 8,Right",0.09201387445788434
"A9/46d, dorsal area 9/46,Right",0.07650360755294638
