Brain_Region,Loading
"NAC, nucleus accumbens,Left",0.2628126480667182
"TI, area TI(temporal agranular insular cortex),Right",0.24301026364730105
"A8dl, dorsolateral area 8,Right",0.2079923579229177
"vCa, ventral caudate,Right",0.17921242138070745
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.17595907178667805
"A24rv, rostroventral area 24,Left",0.15403383785446045
"A20iv, intermediate ventral area 20,Right",0.1480625096377493
"A11m, medial area 11,Left",0.14524424523173415
"A35/36r, rostral area 35/36,Right",0.143231262431902
"dCa, dorsal caudate,Left",0.1404758494492072
