Brain_Region,Loading
"A23d, dorsal area 23,Left",0.19390924811959176
"A35/36r, rostral area 35/36,Left",0.17162129097021006
"IFJ, inferior frontal junction,Right",0.15714779227086484
"aSTS, anterior superior temporal sulcus,Right",0.14899022760277342
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Left",0.14573797098952918
"A8vl, ventrolateral area 8,Right",0.14544770228331655
"A39rd, rostrodorsal area 39(Hip3),Left",0.1436773265934678
"rHipp, rostral hippocampus,Left",0.14160702952895857
"A6cvl, caudal ventrolateral area 6,Right",0.13996877086806267
"vCa, ventral caudate,Right",0.13859092981739002
