Brain_Region,Loading
"A44v, ventral area 44,Left",0.19582771545311622
"iOccG, inferior occipital gyrus,Left",0.16335004606898482
"A46, area 46,Right",0.15497553925345156
"PPtha, posterior parietal thalamus,Left",0.15321872961094327
"A7r, rostral area 7,Right",0.14094691392714312
"A9m,medial area 9,Left",0.13730809196234045
"A10l, lateral area10,Left",0.13686816536518207
"A4t, area 4(trunk region),Right",0.13105613531012938
"vmPu, ventromedial putamen,Left",0.12931092275368836
"A12/47l, lateral area 12/47,Left",0.12784163530068357
