Brain_Region,Loading
"A8vl, ventrolateral area 8,Left",0.2688686827146255
"A6vl, ventrolateral area 6,Left",0.2269264370697042
"IFS, inferior frontal sulcus,Left",0.21773576727635024
"A9/46d, dorsal area 9/46,Right",0.21523493907706084
"A44d,dorsal area 44,Right",0.18239029185476724
"IFJ, inferior frontal junction,Right",0.170167009405189
"A44d,dorsal area 44,Left",0.1562560382126949
"A8vl, ventrolateral area 8,Right",0.14811338132953616
"GP, globus pallidus,Right",0.14237350146954417
"A8dl, dorsolateral area 8,Right",0.14207743388592367
