Brain_Region,Loading
"aSTS, anterior superior temporal sulcus,Right",0.1753587738739199
"rpSTS, rostroposterior superior temporal sulcus,Left",0.16736290391501424
"A23d, dorsal area 23,Left",0.16693583305302562
"A35/36r, rostral area 35/36,Right",0.16657747006989376
"A46, area 46,Left",0.14806513138242208
"V5/MT+, area V5/MT+,Right",0.14214867140007387
"A37elv, extreme lateroventral area37,Left",0.138965828681477
"A22r, rostral area 22,Right",0.13856403575799425
"Stha, sensory thalamus,Left",0.1374770080110379
"vmPu, ventromedial putamen,Left",0.12911624438412678
