Brain_Region,Loading
"msOccG, medial superior occipital gyrus,Left",0.1842149229754947
"A22r, rostral area 22,Left",0.18279969996676523
"A40c, caudal area 40(PFm),Left",0.16152540342762775
"A39rv, rostroventral area 39(PGa),Right",0.16054288335733363
"rCunG, rostral cuneus gyrus,Left",0.15635279759852885
"msOccG, medial superior occipital gyrus,Right",0.15625326719981147
"A35/36r, rostral area 35/36,Right",0.14656881449583203
"rLinG, rostral lingual gyrus,Left",0.14280480126482398
"A4tl, area 4(tongue and larynx region),Right",0.135742765280077
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.13321393461414804
