Brain_Region,Loading
"cLinG, caudal lingual gyrus,Left",0.21402249867238668
"mOccG, middle occipital gyrus,Right",0.1753382338400369
"A20r, rostral area 20,Right",0.16882487049871497
"A12/47l, lateral area 12/47,Left",0.15514133662733343
"A21c, caudal area 21,Left",0.15350651503492396
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Left",0.14401084678672207
"aSTS, anterior superior temporal sulcus,Right",0.1372363643058627
"OPC, occipital polar cortex,Right",0.13510653071588122
"rTtha, rostral temporal thalamus,Right",0.1340506815765645
"cCunG, caudal cuneus gyrus,Left",0.13167672332424865
