Brain_Region,Loading
"A6dl, dorsolateral area 6,Left",0.34988498128675516
"A8m, medial area 8,Left",0.2593007712053616
"mPMtha, pre-motor thalamus,Right",0.23719386935174752
"A6m, medial area 6,Right",0.23040583359743788
"A10m, medial area 10,Left",0.23007534098424676
"A8m, medial area 8,Right",0.17544362657716614
"A6m, medial area 6,Left",0.1754104660396826
"A8dl, dorsolateral area 8,Left",0.16692886085889963
"lsOccG, lateral superior occipital gyrus,Right",0.15192192620467038
"A37dl, dorsolateral area37,Left",0.1480516900084943
