Brain_Region,Loading
"A6dl, dorsolateral area 6,Left",0.3662931236532859
"IFS, inferior frontal sulcus,Right",0.3248414758806789
"A8vl, ventrolateral area 8,Right",0.2778882922533678
"A8dl, dorsolateral area 8,Left",0.18554886593970726
"A8dl, dorsolateral area 8,Right",0.16628632434026827
"A44d,dorsal area 44,Left",0.16100983582187361
"A10l, lateral area10,Left",0.15348898685300988
"A46, area 46,Right",0.15084660777662068
"A8m, medial area 8,Left",0.14192102433284426
"A44d,dorsal area 44,Right",0.1407900563306283
