Brain_Region,Loading
"A8m, medial area 8,Right",0.276329523530007
"A37lv, lateroventral area37,Left",0.21949179453642445
"A32p, pregenual area 32,Right",0.1792769919344696
"A45c, caudal area 45,Left",0.16670898596664327
"Stha, sensory thalamus,Right",0.1588857932615224
"lsOccG, lateral superior occipital gyrus,Left",0.1579039778079598
"rpSTS, rostroposterior superior temporal sulcus,Right",0.14974384590979015
"A39c, caudal area 39(PGp),Right",0.14418411793509192
"mAmyg, medial amygdala,Right",0.14031662170687592
"A20il, intermediate lateral area 20,Right",0.13659927227547974
