Brain_Region,Loading
"A32sg, subgenual area 32,Left",0.20563462883477907
"A6cvl, caudal ventrolateral area 6,Left",0.17028602191692152
"A7ip, intraparietal area 7(hIP3),Left",0.1667018067648171
"A7m, medial area 7(PEp),Left",0.1545208944818955
"TH, area TH (medial PPHC),Left",0.15411249656586937
"A24cd, caudodorsal area 24,Left",0.14720639017553241
"A31, area 31 (Lc1),Right",0.1452019743150499
"A38m, medial area 38,Right",0.14498529355613843
"A46, area 46,Left",0.13350268387418734
"mAmyg, medial amygdala,Left",0.13166267751154195
