Brain_Region,Loading
"A44d,dorsal area 44,Right",0.19931031848347575
"A6m, medial area 6,Left",0.18959060007615897
"A7c, caudal area 7,Left",0.1788968882576795
"A6vl, ventrolateral area 6,Left",0.17040091078904168
"A10m, medial area 10,Left",0.16145536358926268
"A35/36r, rostral area 35/36,Right",0.1546371730782343
"A38m, medial area 38,Left",0.15070815536997023
"mPMtha, pre-motor thalamus,Right",0.1302102775286766
"A9/46d, dorsal area 9/46,Left",0.1301498572429979
"A45c, caudal area 45,Left",0.12816680183751886
