Brain_Region,Loading
"A6m, medial area 6,Right",0.3156590951238626
"msOccG, medial superior occipital gyrus,Left",0.19039899836567126
"A20il, intermediate lateral area 20,Left",0.18944305207906467
"PPtha, posterior parietal thalamus,Left",0.1720443416045401
"A23d, dorsal area 23,Left",0.1720158681784691
"V5/MT+, area V5/MT+,Right",0.1561176087595666
"A32sg, subgenual area 32,Left",0.13055825126187381
"mAmyg, medial amygdala,Right",0.12636850047850925
"A37elv, extreme lateroventral area37,Right",0.12398355520787131
"vIa, ventral agranular insula,Left",0.1224149731648087
