Brain_Region,Loading
"vIa, ventral agranular insula,Right",0.14832966231103303
"PPtha, posterior parietal thalamus,Left",0.13985590022931502
"A7ip, intraparietal area 7(hIP3),Right",0.13659015562531618
"A20cl, caudolateral of area 20,Right",0.1298261726854164
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Left",0.12551848257384923
"A6dl, dorsolateral area 6,Left",0.12540748328255263
"dIa, dorsal agranular insula,Right",0.12193584239938846
"A44v, ventral area 44,Right",0.12038038625534835
"A41/42, area 41/42,Right",0.12034539729296863
"A44op, opercular area 44,Right",0.12017127719981611
