Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.2990260182332471
"A8dl, dorsolateral area 8,Right",0.2583598506846295
"A10m, medial area 10,Right",0.209501766909234
"A32p, pregenual area 32,Left",0.18536031770550526
"A9m,medial area 9,Left",0.1689795223414235
"A7ip, intraparietal area 7(hIP3),Right",0.15096230479727785
"mPFtha, medial pre-frontal thalamus,Right",0.1496283833099101
"A6vl, ventrolateral area 6,Left",0.1473448539148356
"mPMtha, pre-motor thalamus,Left",0.14132100423232283
"OPC, occipital polar cortex,Left",0.13019729396906068
