Brain_Region,Loading
"A6m, medial area 6,Right",0.4270499312082203
"A9m,medial area 9,Right",0.3574073779814969
"A8m, medial area 8,Right",0.272154191258627
"A9/46d, dorsal area 9/46,Left",0.2202783766953804
"A8dl, dorsolateral area 8,Right",0.20003937511383166
"lAmyg, lateral amygdala,Left",0.16920430379223733
"A10m, medial area 10,Right",0.1670861412842749
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.14421098042930125
"A24cd, caudodorsal area 24,Right",0.13379985179580486
"A32sg, subgenual area 32,Left",0.1305924719986261
