Brain_Region,Loading
"A8dl, dorsolateral area 8,Left",0.47440037177146444
"A6dl, dorsolateral area 6,Right",0.31916200039220866
"A9l, lateral area 9,Left",0.3008559091314604
"A8m, medial area 8,Left",0.2863114520573247
"A9m,medial area 9,Left",0.1302530502420861
"mPFtha, medial pre-frontal thalamus,Left",0.12386654214153915
"TH, area TH (medial PPHC),Right",0.12346909949576673
"A10m, medial area 10,Left",0.12164057780408521
"dIa, dorsal agranular insula,Left",0.11257553397059784
"GP, globus pallidus,Right",0.10368280231593865
