Brain_Region,Loading
"A21c, caudal area 21,Left",0.17968364151562286
"A46, area 46,Right",0.16064031043672072
"Otha, occipital thalamus,Right",0.1505666854224842
"A2, area 2,Left",0.1471559684306073
"A32sg, subgenual area 32,Right",0.14295091118963377
"A37elv, extreme lateroventral area37,Right",0.13842225065089855
"IFJ, inferior frontal junction,Left",0.1338776326283949
"dIa, dorsal agranular insula,Left",0.1303360403409178
"A37dl, dorsolateral area37,Left",0.12903686489230276
"dCa, dorsal caudate,Left",0.12899975576007225
