Brain_Region,Loading
"TE1.0 and TE1.2,Right",0.17135612668866676
"A5m, medial area 5(PEm),Right",0.17134534762659856
"A23v, ventral area 23,Left",0.15949795288896865
"A8m, medial area 8,Right",0.15906942702010513
"A2, area 2,Right",0.1566323173262266
"rHipp, rostral hippocampus,Right",0.15079869619075115
"cCunG, caudal cuneus gyrus,Right",0.1466358550716628
"OPC, occipital polar cortex,Left",0.144958039165673
"A23c, caudal area 23,Left",0.14310866757266624
"A9l, lateral area 9,Right",0.12973399522758258
