Brain_Region,Loading
"iOccG, inferior occipital gyrus,Left",0.20419989740897715
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Right",0.17862079678195739
"A6cdl, caudal dorsolateral area 6,Left",0.1741586449021412
"A5m, medial area 5(PEm),Right",0.16216421047561938
"A24rv, rostroventral area 24,Right",0.1506415497855482
"A44op, opercular area 44,Right",0.14292339969998774
"A20cl, caudolateral of area 20,Right",0.14056897000978083
"OPC, occipital polar cortex,Left",0.1387719324433518
"rHipp, rostral hippocampus,Right",0.1334894042498018
"A20iv, intermediate ventral area 20,Right",0.13158441211182997
