Brain_Region,Loading
"A9/46d, dorsal area 9/46,Left",0.3801026459300454
"A10m, medial area 10,Left",0.31195843652775457
"A8dl, dorsolateral area 8,Left",0.2331620479220769
"A6dl, dorsolateral area 6,Left",0.19883012078418524
"A6dl, dorsolateral area 6,Right",0.19368202560561515
"A9l, lateral area 9,Right",0.16626263948255676
"cTtha, caudal temporal thalamus,Right",0.14735325721786793
"msOccG, medial superior occipital gyrus,Left",0.13489482803264272
"cpSTS, caudoposterior superior temporal sulcus,Left",0.12794456279669258
"A31, area 31 (Lc1),Left",0.12069809484019685
