Brain_Region,Loading
"A8vl, ventrolateral area 8,Right",0.13162156765109942
"A21r, rostral area 21,Right",0.12714743382853186
"A20il, intermediate lateral area 20,Right",0.1265368422043506
"vmPOS,ventromedial parietooccipital sulcus,Right",0.12460480216610872
"vmPOS,ventromedial parietooccipital sulcus,Left",0.11954113566378718
"A31, area 31 (Lc1),Right",0.11851810266737907
"A44v, ventral area 44,Left",0.11791463485102412
"A9l, lateral area 9,Left",0.11571673364590285
"rTtha, rostral temporal thalamus,Left",0.11509846463096848
"IFJ, inferior frontal junction,Left",0.11480926477713953
