Brain_Region,Loading
"A9l, lateral area 9,Left",0.7530739669339905
"A9m,medial area 9,Right",0.28272699425995723
"A8dl, dorsolateral area 8,Right",0.2563386370385021
"A6dl, dorsolateral area 6,Right",0.18254091497104802
"A8m, medial area 8,Left",0.1475200467137856
"A6m, medial area 6,Left",0.14406625351376628
"A9m,medial area 9,Left",0.11905512798475683
"A10m, medial area 10,Right",0.09630669116166678
"A6cdl, caudal dorsolateral area 6,Right",0.08662972758081425
"A9/46d, dorsal area 9/46,Left",0.0831520738582906
