Brain_Region,Loading
"A6dl, dorsolateral area 6,Left",0.407757339539433
"A8dl, dorsolateral area 8,Right",0.3389403423648567
"A8dl, dorsolateral area 8,Left",0.32667251171919387
"A9m,medial area 9,Left",0.28565253881211433
"A9l, lateral area 9,Right",0.22678187429948818
"A8m, medial area 8,Right",0.21502178439080755
"A6m, medial area 6,Left",0.212468096733989
"A6dl, dorsolateral area 6,Right",0.16773939348114322
"A10m, medial area 10,Right",0.1652461300693278
"A8m, medial area 8,Left",0.146980464898328
