Brain_Region,Loading
"A12/47o, orbital area 12/47,Left",0.18189691073173697
"A37vl, ventrolateral area 37,Left",0.16219769894974365
"A23c, caudal area 23,Right",0.15291039350476532
"A6cdl, caudal dorsolateral area 6,Left",0.15031853104808968
"A12/47o, orbital area 12/47,Right",0.14411297963156508
"A44op, opercular area 44,Right",0.14090266820369995
"A32p, pregenual area 32,Left",0.138505096953412
"rHipp, rostral hippocampus,Right",0.1383766883039487
"A7r, rostral area 7,Right",0.133916322611483
"A12/47l, lateral area 12/47,Left",0.1292056461765891
