Brain_Region,Loading
"A9m,medial area 9,Left",0.38584107833334785
"A9l, lateral area 9,Right",0.3662995478920174
"A6m, medial area 6,Left",0.32939356828362526
"A6dl, dorsolateral area 6,Right",0.2703189807785722
"A9/46d, dorsal area 9/46,Left",0.23528446488998628
"A8dl, dorsolateral area 8,Left",0.22031520278029365
"A8m, medial area 8,Left",0.20396941916742942
"A10m, medial area 10,Left",0.19789153902917278
"A9m,medial area 9,Right",0.1928245426428544
"A6dl, dorsolateral area 6,Left",0.15548615578765201
