Brain_Region,Loading
"A6m, medial area 6,Left",0.35629065890171574
"A8m, medial area 8,Left",0.29752869721836595
"A12/47l, lateral area 12/47,Left",0.21952460493294523
"IFS, inferior frontal sulcus,Left",0.16013591820182538
"A4t, area 4(trunk region),Left",0.1502521000438392
"A4tl, area 4(tongue and larynx region),Left",0.14755155943202233
"cCunG, caudal cuneus gyrus,Right",0.13532777241029262
"A8m, medial area 8,Right",0.12943378126753124
"A8dl, dorsolateral area 8,Left",0.1282625248772871
"Otha, occipital thalamus,Right",0.12393464591598312
