Brain_Region,Loading
"A8dl, dorsolateral area 8,Left",0.16531695002195324
"A20cl, caudolateral of area 20,Left",0.16230153811123904
"lAmyg, lateral amygdala,Left",0.16087016565068346
"A46, area 46,Left",0.15538689012634796
"A45r, rostral area 45,Left",0.14980934717493732
"TH, area TH (medial PPHC),Right",0.14859995108811963
"mOccG, middle occipital gyrus,Left",0.14182503421802203
"G, hypergranular insula,Right",0.13755460358087224
"A12/47o, orbital area 12/47,Right",0.13207671416997016
"A7r, rostral area 7,Right",0.12991571113576045
