Brain_Region,Loading
"A9l, lateral area 9,Right",0.20537960380672604
"Stha, sensory thalamus,Left",0.17174626828514966
"A38m, medial area 38,Right",0.16557173315675883
"G, hypergranular insula,Right",0.16390807959365547
"A22c, caudal area 22,Right",0.14947303039808577
"A20r, rostral area 20,Right",0.14486704063786537
"A1/2/3tru, area1/2/3(trunk region),Right",0.14337588997833367
"dCa, dorsal caudate,Left",0.13798829558543146
"A5l, lateral area 5,Left",0.135658864562697
"A11l, lateral area 11,Right",0.13445332952964745
