Brain_Region,Loading
"A7pc, postcentral area 7,Right",0.17906313157891363
"A7pc, postcentral area 7,Left",0.17315637100566034
"A44v, ventral area 44,Right",0.17213948942033258
"A20il, intermediate lateral area 20,Left",0.15753207382487966
"vIa, ventral agranular insula,Left",0.14769517945592897
"rHipp, rostral hippocampus,Right",0.1395704076763713
"vIa, ventral agranular insula,Right",0.1395648217584895
"A7r, rostral area 7,Right",0.13429240513974658
"A44op, opercular area 44,Right",0.13043142642015854
"A23c, caudal area 23,Left",0.1279292242039535
