Brain_Region,Loading
"A20rv, rostroventral area 20,Left",0.27989190841247147
"A35/36r, rostral area 35/36,Left",0.20533590604995794
"mOccG, middle occipital gyrus,Left",0.17444366951699827
"A6cdl, caudal dorsolateral area 6,Right",0.1598305186499742
"A22r, rostral area 22,Right",0.15887798779802922
"A12/47l, lateral area 12/47,Left",0.1574272371578445
"A37mv, medioventral area37,Right",0.15244016463234983
"A40rv, rostroventral area 40(PFop),Right",0.15148106980060838
"A20rv, rostroventral area 20,Right",0.14562587121565715
"cCunG, caudal cuneus gyrus,Left",0.1417945338665192
