Brain_Region,Loading
"A14m, medial area 14,Left",0.39917464131100716
"A45r, rostral area 45,Left",0.29538251658152725
"A45c, caudal area 45,Right",0.2505056864123632
"A11l, lateral area 11,Left",0.22302929874305574
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Left",0.20408240979515102
"A45c, caudal area 45,Left",0.19371964001144246
"A37mv, medioventral area37,Right",0.16593090942202135
"dId, dorsal dysgranular insula,Left",0.16547618976207648
"A11m, medial area 11,Left",0.14443663638941978
"A11l, lateral area 11,Right",0.1357140306735076
