Brain_Region,Loading
"A9l, lateral area 9,Right",0.4168442398327037
"A8dl, dorsolateral area 8,Right",0.3485022959941377
"A8m, medial area 8,Left",0.2555611536696206
"A9m,medial area 9,Right",0.17755089796988355
"A10m, medial area 10,Right",0.1688022515054931
"A9/46d, dorsal area 9/46,Right",0.1686262260691817
"A10m, medial area 10,Left",0.12440329148545737
"A6m, medial area 6,Right",0.12186250892724731
"rTtha, rostral temporal thalamus,Right",0.11609094555645313
"A21c, caudal area 21,Right",0.11380011843603025
