Brain_Region,Loading
"A22c, caudal area 22,Left",0.3086451048904161
"vmPu, ventromedial putamen,Left",0.2094460572490659
"A8dl, dorsolateral area 8,Left",0.20800472291831046
"A7pc, postcentral area 7,Left",0.19409429764333538
"A24rv, rostroventral area 24,Right",0.16599876089887358
"GP, globus pallidus,Left",0.16077650883408548
"A39rv, rostroventral area 39(PGa),Right",0.14393533654614363
"A20r, rostral area 20,Right",0.14264318231370884
"A21c, caudal area 21,Left",0.14117557040251952
"A40c, caudal area 40(PFm),Left",0.1397039467183595
