Brain_Region,Loading
"A45c, caudal area 45,Left",0.4875514633813044
"A45c, caudal area 45,Right",0.3094663086419327
"A11l, lateral area 11,Left",0.2784494297358767
"A45r, rostral area 45,Left",0.22245529757847998
"A11l, lateral area 11,Right",0.21059940976478092
"A44op, opercular area 44,Right",0.1915770590142763
"A44op, opercular area 44,Left",0.17978776600868926
"A12/47l, lateral area 12/47,Left",0.16393884470350323
"A32sg, subgenual area 32,Right",0.134166762395082
"dCa, dorsal caudate,Left",0.12801268011724223
