Brain_Region,Loading
"A11m, medial area 11,Right",0.39384947537511006
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.2677596777280342
"A11l, lateral area 11,Right",0.2619849369175305
"A11m, medial area 11,Left",0.20883116819551428
"A12/47o, orbital area 12/47,Right",0.1779228454028664
"A44op, opercular area 44,Right",0.166703148882558
"A44v, ventral area 44,Left",0.1664411496075363
"A10l, lateral area10,Right",0.16192720582902612
"A32sg, subgenual area 32,Right",0.140693400254425
"A44d,dorsal area 44,Left",0.1312381875473314
