Brain_Region,Loading
"A8m, medial area 8,Left",0.567684434409702
"A6m, medial area 6,Left",0.23027621479928556
"A8dl, dorsolateral area 8,Right",0.19715931322023092
"A6m, medial area 6,Right",0.19001292629500338
"A21r, rostral area 21,Left",0.1573801069624588
"A9l, lateral area 9,Right",0.14999333943910478
"dlPu, dorsolateral putamen,Left",0.13451699531321493
"A21c, caudal area 21,Right",0.13421402125181087
"A12/47o, orbital area 12/47,Right",0.1140557910812001
"A9m,medial area 9,Right",0.11224518978747638
