Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.30254242609325244
"A8m, medial area 8,Left",0.2566556563465571
"A9m,medial area 9,Right",0.23364902874983234
"A9l, lateral area 9,Left",0.2017650158745178
"A5m, medial area 5(PEm),Right",0.17446329428986307
"A13, area 13,Left",0.16614236171942554
"A6m, medial area 6,Right",0.1640982638929
"A9/46d, dorsal area 9/46,Right",0.15784333608528608
"dId, dorsal dysgranular insula,Left",0.15352176467560155
"cCunG, caudal cuneus gyrus,Left",0.14944219692930782
