Brain_Region,Loading
"A8m, medial area 8,Right",0.2978683232169137
"A9/46d, dorsal area 9/46,Left",0.2974988449129782
"A8dl, dorsolateral area 8,Right",0.25273192212170364
"A9/46d, dorsal area 9/46,Right",0.24014020407980263
"A6dl, dorsolateral area 6,Right",0.21748902890987493
"A9l, lateral area 9,Left",0.16539916084907222
"dIg, dorsal granular insula,Left",0.1544295763740608
"A14m, medial area 14,Left",0.1453953649962892
"mOccG, middle occipital gyrus,Right",0.14480101113541505
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Left",0.13512354778519126
