Brain_Region,Loading
"A9m,medial area 9,Right",0.22338110690199825
"A9/46d, dorsal area 9/46,Left",0.21875235488373726
"A10m, medial area 10,Right",0.216572273211975
"A8dl, dorsolateral area 8,Right",0.19865397105277277
"cpSTS, caudoposterior superior temporal sulcus,Left",0.19367600111520145
"A9l, lateral area 9,Left",0.17944622142455954
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.17310904313612746
"A24rv, rostroventral area 24,Right",0.16617486934377296
"A23c, caudal area 23,Left",0.1630650803681216
"A6m, medial area 6,Right",0.1525958903616905
