Brain_Region,Loading
"A5l, lateral area 5,Left",0.2173946502813235
"A24cd, caudodorsal area 24,Right",0.17105618639617995
"A12/47l, lateral area 12/47,Left",0.16869770954582344
"A46, area 46,Right",0.16366568423091923
"G, hypergranular insula,Left",0.14347735729880307
"A39rd, rostrodorsal area 39(Hip3),Right",0.14109869628899835
"A6vl, ventrolateral area 6,Right",0.1405303660358775
"A4tl, area 4(tongue and larynx region),Left",0.13954591147144424
"A23d, dorsal area 23,Right",0.13910179067671563
"A40c, caudal area 40(PFm),Right",0.1390872430239653
